%
%
% Run:TEST  Table:COMPGRID          SWAN version:41.20
%
%       Xp            Yp            Hsig          Dir           RTpeak        TDir     
%       [m]           [m]           [m]           [degr]        [sec]         [degr]   
%
         110.           50.       1.00105         0.000        9.5726         0.000 
         120.           50.       1.00105         0.000        9.5726         0.000 
         130.           50.       1.00105         0.000        9.5726         0.000 
         140.           50.       1.00105         0.000        9.5726         0.000 
         150.           50.       1.00105         0.000        9.5726         0.000 
         160.           50.       1.00105         0.000        9.5726         0.000 
         170.           50.       1.00105         0.000        9.5726         0.000 
         180.           50.       1.00105         0.000        9.5726         0.000 
         190.           50.       1.00104         0.000        9.5726         0.000 
         200.           50.       1.00104         0.000        9.5726         0.000 
         210.           50.       1.00104         0.000        9.5726         0.000 
         220.           50.       1.00104         0.000        9.5726         0.000 
         230.           50.       1.00104         0.000        9.5726         0.000 
         240.           50.       1.00104         0.000        9.5726         0.000 
